health_expenditures,treatment_locality,age_hh,educ_hh,dirtfloor,bathroom,hospital_distance
11.58065701,Yes,33,3,0,1,70.71948654
1.994549036,Yes,43,2,0,1,70.71948654
12.93724728,Yes,74,0,1,1,70.71948654
5.461626053,Yes,32,3,0,1,70.71948654
3.741299868,Yes,36,3,0,1,70.71948654
24.1265564,Yes,44,2,1,1,87.89839396
10.48557568,Yes,81,0,1,0,87.89839396
0,Yes,34,6,1,1,87.89839396
3.29756093,Yes,29,6,0,0,89.50061485
0.494428813,Yes,51,0,1,0,89.50061485
5.511172295,Yes,28,12,1,0,89.50061485
8.052823067,Yes,35,2,1,0,89.50061485
19.44898224,Yes,21,6,1,0,89.50061485
7.014765739,Yes,21,5,1,0,89.50061485
5.82859993,Yes,20,3,1,0,89.50061485
8.550444603,Yes,37,6,0,0,74.64178137
2.72657609,Yes,37,6,0,1,74.64178137
2.120946169,Yes,35,5,0,0,74.64178137
4.4858675,Yes,30,6,1,0,74.64178137
5.153301239,Yes,28,9,1,0,74.64178137
4.608945847,Yes,70,0,1,0,74.64178137
4.124189377,Yes,49,0,1,0,75.79876894
8.919836998,Yes,66,0,1,0,75.79876894
4.379997253,Yes,25,1,1,0,75.79876894
5.934720039,Yes,26,0,1,0,75.79876894
61.88823318,Yes,73,0,1,0,80.26137755
7.613759041,Yes,30,4,1,0,80.26137755
9.054392815,Yes,24,4,1,0,80.26137755
7.649134636,Yes,40,0,1,0,80.26137755
1.276290178,Yes,30,4,1,0,80.26137755
10.7865057,Yes,27,6,1,0,80.26137755
2.430193186,Yes,25,4,1,0,80.26137755
0.979796588,Yes,27,5,1,0,80.26137755
10.37908077,Yes,31,0,1,0,80.26137755
7.777588844,Yes,79,0,1,0,80.26137755
7.066269875,Yes,23,3,1,1,80.26137755
1.342840433,Yes,26,0,1,0,80.26137755
8.857872963,Yes,51,2,1,0,80.26137755
4.738830566,Yes,28,3,1,0,80.26137755
6.222233772,Yes,24,5,1,0,80.26137755
25.47673798,Yes,79,0,1,0,80.26137755
9.365029335,Yes,23,6,1,0,80.26137755
18.08212471,Yes,36,0,1,0,80.26137755
8.126631737,Yes,19,5,1,0,80.26137755
3.619443178,Yes,18,6,1,0,80.26137755
21.35564232,No,35,2,0,0,80.98564954
17.29758835,No,33,3,0,0,80.98564954
20.60989952,No,54,5,0,0,80.98564954
10.23781681,No,40,1,0,1,80.98564954
12.99771214,No,37,3,0,1,80.98564954
13.42766762,No,46,0,0,1,80.98564954
14.51830578,No,25,6,0,1,80.98564954
22.06212234,No,21,6,0,0,80.98564954
23.7789135,No,46,2,0,0,80.98564954
12.9670105,No,36,6,0,0,80.98564954
25.19779778,No,77,0,0,1,60.31640461
32.23910141,No,64,2,0,1,60.31640461
26.11699104,No,42,3,1,1,60.31640461
18.36352348,No,37,6,0,0,60.31640461
19.54629326,No,40,0,0,0,60.31640461
22.54014969,No,34,3,1,1,60.31640461
32.3339386,No,26,3,1,1,60.31640461
11.34945774,Yes,25,6,1,0,66.08297521
9.945630074,Yes,32,3,1,1,66.08297521
3.076331377,Yes,29,3,0,0,66.08297521
8.350066185,Yes,28,2,1,0,66.08297521
11.16081429,No,26,0,1,0,105.9501651
10.63775635,No,31,13,1,0,105.9501651
18.90268517,No,37,0,0,0,105.9501651
9.266592026,No,40,3,1,0,105.9501651
16.97242165,No,34,3,1,0,105.9501651
13.13488579,No,27,6,1,0,105.9501651
10.05507088,No,26,6,1,0,105.9501651
16.86764717,No,43,3,1,0,105.9501651
15.93859291,No,65,0,1,0,105.9501651
23.43435669,No,41,2,1,1,78.06312923
17.29659271,No,34,4,1,1,78.06312923
12.88303375,No,44,0,0,1,78.06312923
15.17493629,No,27,0,1,0,78.06312923
22.44798851,No,43,0,0,1,78.06312923
41.82369614,No,36,3,0,1,78.06312923
21.43517303,No,42,0,0,1,78.06312923
15.70520115,No,71,0,1,1,78.06312923
14.95165443,No,72,0,0,1,78.06312923
15.11099911,No,42,3,1,1,80.8623643
14.82047844,No,40,2,0,1,80.8623643
28.86546326,No,19,0,1,0,80.8623643
13.43729496,No,46,2,1,1,80.8623643
21.23838806,No,22,9,1,0,80.8623643
19.66877937,No,52,3,1,0,80.8623643
12.37252903,No,71,0,0,0,80.8623643
14.21245289,No,31,2,0,0,80.8623643
12.23132896,No,40,0,0,1,80.8623643
14.99938297,No,34,2,1,1,80.8623643
15.00420952,No,34,5,0,1,80.8623643
11.86117649,No,37,3,1,1,80.8623643
11.61876583,No,28,9,0,0,80.8623643
15.52450275,No,50,2,1,1,80.8623643
9.951687813,No,25,5,1,1,80.8623643
14.04540539,No,46,2,0,0,80.8623643
23.93809128,No,26,9,1,1,80.8623643
14.75284576,No,43,2,0,1,80.8623643
19.86446953,No,26,2,0,0,80.8623643
13.6153059,No,48,1,1,1,80.8623643
19.81630707,No,22,6,1,0,80.8623643
23.80070305,No,71,0,0,1,80.8623643
48.56373215,No,70,0,1,1,80.8623643
22.97916985,No,37,0,0,1,80.8623643
11.60643959,No,53,3,1,1,80.8623643
18.17966843,No,25,5,1,0,80.8623643
18.49549484,No,29,3,0,1,80.8623643
29.58557701,No,25,5,1,0,80.8623643
9.492908478,No,35,9,0,0,80.8623643
15.65911579,No,37,4,1,1,80.8623643
14.7556448,No,19,6,1,0,80.8623643
14.4775238,No,30,0,1,1,80.8623643
24.55327988,No,44,3,1,0,80.8623643
18.65908813,No,30,2,1,0,80.8623643
13.90778828,Yes,33,6,1,1,74.09189986
6.067517281,Yes,39,0,0,0,74.09189986
8.717381477,Yes,39,6,1,0,74.09189986
12.2261343,Yes,36,9,0,1,74.09189986
17.99270439,Yes,41,6,0,1,74.09189986
16.87005424,Yes,53,0,0,1,74.09189986
13.9915247,Yes,31,12,0,0,74.09189986
13.94564342,Yes,78,0,1,0,74.09189986
21.68135834,Yes,44,3,0,0,74.09189986
2.556261301,Yes,54,3,1,0,74.09189986
6.767547607,Yes,33,6,0,0,74.09189986
16.25957298,Yes,49,2,0,0,74.09189986
24.76948166,Yes,37,6,0,1,74.09189986
10.96058559,Yes,54,1,0,0,74.09189986
13.81067371,No,39,0,0,1,62.3217483
26.34657478,No,32,4,0,1,62.3217483
19.60980988,No,42,2,0,1,62.3217483
22.54274178,No,29,6,1,1,62.3217483
22.46542931,No,56,3,1,1,62.3217483
25.32313728,No,34,2,0,1,62.3217483
13.94348717,No,42,3,0,1,62.3217483
0.199597552,Yes,63,1,0,1,61.25950625
11.58977985,Yes,26,6,0,0,61.25950625
2.327715158,Yes,28,0,1,0,61.25950625
15.97480488,Yes,63,2,1,0,61.25950625
9.854067802,Yes,37,2,0,1,61.25950625
0,Yes,44,2,1,1,61.25950625
10.73832417,Yes,35,6,0,1,61.25950625
10.48094845,Yes,26,9,0,1,61.25950625
5.84362793,Yes,48,3,1,1,61.25950625
9.121159554,Yes,49,3,0,1,61.25950625
6.856097221,Yes,30,8,1,1,61.25950625
14.26552105,Yes,31,0,1,1,61.25950625
4.245360374,Yes,38,6,0,1,61.25950625
5.535257339,Yes,23,6,1,0,76.99809902
8.690232277,Yes,40,0,1,0,76.99809902
2.138068438,Yes,58,0,0,0,76.99809902
8.867030144,Yes,28,7,1,0,76.99809902
6.020831108,Yes,34,9,0,1,76.99809902
8.387125969,Yes,34,3,0,1,76.99809902
3.804154634,Yes,31,6,1,0,76.99809902
3.441717386,Yes,37,8,0,1,76.99809902
12.21628284,Yes,37,5,1,0,76.99809902
20.06180191,Yes,48,2,1,1,76.99809902
0.348540485,Yes,63,3,1,0,76.99809902
8.666701317,Yes,49,3,1,0,76.99809902
16.97372437,No,50,0,1,0,73.11396693
13.98609066,No,48,3,0,0,73.11396693
27.75256348,No,75,2,1,0,73.11396693
11.24769402,No,35,0,1,0,73.11396693
14.02026367,No,38,6,1,1,73.11396693
12.67017651,No,53,4,1,1,73.11396693
16.00297546,No,23,4,0,0,73.11396693
13.68437004,No,24,6,1,0,73.11396693
15.92272663,No,31,0,1,0,73.11396693
10.33319473,No,49,3,1,1,73.11396693
11.61331749,No,33,5,0,0,73.11396693
6.154380798,Yes,38,6,0,1,82.57785828
5.048707008,Yes,33,6,1,0,82.57785828
9.441462517,Yes,45,3,0,0,82.57785828
1.532297373,Yes,32,0,1,1,82.57785828
3.519823313,Yes,57,2,0,1,82.57785828
4.980773926,Yes,51,1,1,0,82.57785828
3.589775324,Yes,57,2,1,1,77.78515805
0,Yes,39,6,1,1,77.78515805
4.468204498,Yes,48,2,0,0,77.78515805
12.61789227,Yes,43,6,1,1,77.78515805
7.23929882,Yes,45,1,1,0,77.78515805
11.06490231,Yes,28,6,1,1,77.78515805
10.69726849,Yes,24,9,0,1,77.78515805
4.566096306,Yes,77,0,1,1,77.78515805
10.75956821,Yes,33,4,1,1,77.78515805
13.78743458,No,44,1,1,0,77.42532126
16.39921761,No,29,2,0,0,77.42532126
13.64267731,No,30,0,0,0,77.42532126
16.32793045,No,30,0,1,0,77.42532126
17.03178787,No,49,0,1,1,77.42532126
14.49852467,No,27,4,1,0,77.42532126
21.71354294,No,27,2,0,0,30.41327769
14.68575191,No,39,3,0,0,30.41327769
11.19444752,No,33,6,0,0,30.41327769
19.14726448,No,47,6,0,1,30.41327769
12.63541508,No,36,5,0,0,30.41327769
21.89909744,No,33,6,0,0,30.41327769
12.78781509,No,50,3,0,0,30.41327769
18.21152115,No,29,6,0,0,30.41327769
13.22604752,No,33,4,0,0,27.73482173
14.30754089,No,76,0,1,0,27.73482173
13.00077534,No,71,0.5,0,0,27.73482173
18.8780098,No,36,5,1,0,27.73482173
10.54224682,Yes,50,2,0,0,32.99437303
12.55218983,Yes,22,3,1,1,32.99437303
5.513320923,Yes,32,1,1,0,42.16862208
0.56459254,Yes,50,6,1,0,42.16862208
10.17734051,Yes,27,6,1,0,42.16862208
2.896769762,Yes,45,2,0,0,42.16862208
2.494828463,Yes,47,1,1,0,42.16862208
10.21476078,Yes,61,3,0,1,42.16862208
4.659844398,Yes,28,2,1,0,42.16862208
0.6875965,Yes,50,0,1,1,42.16862208
0.336152256,Yes,44,3,1,0,42.16862208
3.370418787,Yes,34,6,1,0,42.16862208
1.953773737,Yes,37,5,0,0,42.16862208
0,Yes,50,3,1,0,42.16862208
7.523846626,Yes,37,3,1,0,42.16862208
2.489686251,Yes,30,9,1,0,42.16862208
0.78592509,Yes,25,6,1,0,42.16862208
4.118930817,Yes,35,3,0,0,42.16862208
43.09457779,Yes,72,0,1,1,48.19851022
17.76120758,Yes,61,0,1,1,48.19851022
32.87369919,Yes,61,0,1,1,48.19851022
22.32927322,Yes,46,2,1,1,48.19851022
17.38165283,Yes,37,0,1,1,48.19851022
23.7703743,Yes,36,0,1,1,48.19851022
43.91038132,Yes,21,6,0,1,48.19851022
19.99115753,Yes,20,0,0,1,48.19851022
10.17288494,Yes,64,2,1,1,48.19851022
10.77249241,Yes,31,3,1,1,48.19851022
14.91483402,Yes,46,3,1,1,48.19851022
6.493166924,Yes,61,2,1,1,48.19851022
10.1292696,Yes,18,6,1,1,48.19851022
7.133351326,Yes,32,2,1,1,48.19851022
12.9862318,Yes,34,2,0,1,48.19851022
12.58913898,Yes,25,4,1,1,43.84002294
17.05000305,Yes,36,0,1,1,43.84002294
19.90655708,Yes,26,6,1,1,43.84002294
11.08963871,Yes,37,0,1,0,43.84002294
25.5427475,Yes,29,2,1,0,43.84002294
21.53023148,Yes,64,0,1,1,43.84002294
10.66270542,Yes,33,6,1,1,43.84002294
9.603419304,Yes,53,0,1,0,43.84002294
4.349836349,Yes,38,3,1,1,43.84002294
15.64931011,Yes,28,3,1,0,43.84002294
14.71129513,Yes,31,0,1,0,43.84002294
27.01930237,Yes,34,3,1,0,43.84002294
15.84052181,Yes,63,0,1,1,43.84002294
20.98877335,Yes,63,0,1,0,43.84002294
28.69173813,Yes,49,0,1,0,43.84002294
12.6992712,Yes,37,2,1,1,43.84002294
26.60748672,Yes,31,0,1,0,43.84002294
29.09649658,Yes,53,0,1,0,43.84002294
6.487415314,Yes,64,0,0,1,43.84002294
13.21365452,Yes,29,2,1,0,43.84002294
10.42809963,Yes,25,9,1,0,43.84002294
14.51378727,Yes,42,2,1,1,43.84002294
3.029737711,Yes,35,0,1,0,43.84002294
4.637387276,Yes,45,3,1,1,54.5896937
2.90363431,Yes,32,6,1,1,54.5896937
6.19326973,Yes,78,0,1,0,54.5896937
3.235913515,Yes,51,2,1,1,54.5896937
19.98419571,Yes,44,2,1,1,65.08798176
4.246729851,Yes,61,0,1,1,65.08798176
16.86007118,Yes,29,2,1,1,65.08798176
0,Yes,63,0,1,1,65.08798176
9.369814873,Yes,33,2,1,1,65.08798176
15.3690691,Yes,53,0,1,1,65.08798176
5.889704704,Yes,30,4,1,1,65.08798176
14.21783161,Yes,29,6,1,1,65.08798176
0,Yes,31,6,0,1,65.08798176
7.623562813,Yes,33,6,1,1,64.50314873
4.753582954,Yes,52,5,0,1,64.50314873
10.89350986,Yes,24,6,0,1,64.50314873
4.840765953,Yes,51,2,1,1,64.50314873
3.680484056,Yes,54,2,1,1,64.50314873
15.38956547,Yes,53,3,1,1,64.50314873
3.751927614,Yes,61,4,1,1,64.50314873
0,Yes,49,3,1,1,64.50314873
26.26885223,Yes,86,0,1,0,64.50314873
10.45637608,No,29,3,1,1,118.5273439
32.41176605,No,59,0,0,1,118.5273439
12.69620228,No,48,6,1,1,118.5273439
16.27547836,No,38,2,1,1,118.5273439
14.72009277,No,47,0,1,1,118.5273439
17.73429489,No,57,0,0,1,118.5273439
29.21666527,No,62,6,1,1,118.5273439
17.50684166,No,26,2,0,1,118.5273439
16.9758606,No,47,0,1,1,118.5273439
22.18676949,No,26,3,1,1,118.5273439
20.68971062,No,45,0,1,1,118.5273439
11.89896107,No,29,3,0,1,118.5273439
16.66384125,No,44,1,1,0,118.5273439
15.94048119,No,49,0,1,0,118.5273439
12.75604057,No,41,9,0,0,118.5273439
16.57355881,No,37,2,1,1,118.5273439
19.05849266,No,62,1,1,0,118.5273439
12.70388222,No,35,6,1,1,118.5273439
10.67446136,No,36,0,1,0,118.5273439
12.7136631,No,38,6,1,1,104.28489
18.66026306,No,24,3,1,0,104.28489
23.54982948,No,81,2,1,0,104.28489
21.01293945,No,49,6,0,1,104.28489
13.606493,No,54,0,1,0,104.28489
16.89910126,No,46,8,0,1,104.28489
13.42192745,No,37,3,1,1,104.28489
16.70829391,No,61,14,1,1,104.28489
30.39502716,No,27,9,1,0,104.28489
27.4729538,No,61,0,1,0,104.28489
11.47557068,No,46,3,1,0,104.28489
12.1150465,No,81,1,0,1,104.28489
27.39296532,No,61,0,1,1,104.28489
13.94586563,No,57,2,1,1,104.28489
14.41879654,No,58,2,1,1,104.28489
15.67167854,No,29,6,1,1,104.28489
17.96907043,No,40,3,0,1,104.28489
17.32322884,No,57,3,0,1,104.28489
0,Yes,34,0,0,1,34.27922729
13.0068121,Yes,60,3,0,1,34.27922729
2.830112696,Yes,40,2,0,1,34.27922729
16.01447296,Yes,22,5,1,1,34.27922729
12.6277647,Yes,21,6,1,1,34.27922729
17.48331642,Yes,52,2,0,1,34.27922729
5.540852547,Yes,32,6,0,1,34.27922729
6.162055969,Yes,56,1,0,1,34.27922729
14.03314495,Yes,66,2.839874744,1,1,34.27922729
9.581974983,Yes,46,1,1,1,34.27922729
10.34590721,No,34,3,0,1,44.27437118
11.83581066,No,28,3,1,0,44.27437118
13.37012768,No,43,6,0,1,44.27437118
16.89493561,No,57,0,0,0,44.27437118
17.04445267,No,31,0,0,1,44.27437118
10.07469749,No,49,5,0,1,44.27437118
14.84633923,No,75,0,0,0,44.27437118
12.68950081,No,34,9,0,1,44.27437118
16.1136322,No,25,6,1,1,44.27437118
9.898418427,No,51,3,1,1,44.27437118
12.78508854,Yes,37,3,1,1,48.03898506
3.392741442,Yes,32,4,1,1,48.03898506
8.54713726,Yes,43,3,1,1,48.03898506
7.143784523,Yes,34,2,1,0,48.03898506
0.20395489,Yes,37,1,1,1,48.03898506
7.417542458,Yes,42,2,1,0,48.03898506
4.422392845,Yes,69,0,1,0,48.03898506
4.559250832,Yes,25,0,1,1,48.03898506
8.350670815,Yes,33,3,1,1,48.03898506
28.17964935,Yes,56,0,1,0,46.32192834
21.25411415,Yes,37,0,1,0,46.32192834
20.7894516,Yes,55,3,1,1,46.32192834
11.98131847,Yes,37,0,1,0,46.32192834
3.285145998,Yes,24,4,1,1,41.5914134
14.18659687,Yes,33,0.5,1,0,41.5914134
3.710386515,Yes,57,2,1,1,41.5914134
6.414872169,Yes,38,0,1,1,41.5914134
0,Yes,32,2.839874744,1,1,41.5914134
3.958570719,Yes,46,5,1,1,41.5914134
5.998362541,Yes,29,1,1,1,41.5914134
14.67164898,Yes,69,0,1,1,41.5914134
19.61738014,Yes,20,6,1,1,41.5914134
3.159965754,Yes,24,9,1,1,41.5914134
2.062193155,Yes,78,0,1,1,41.5914134
7.452143669,Yes,24,2,1,1,41.5914134
1.373471498,Yes,34,0,1,1,41.5914134
5.5291605,Yes,61,0,1,1,41.5914134
5.490439415,Yes,30,9,1,1,45.17457569
6.993863106,Yes,33,3,0,1,45.17457569
3.001342058,Yes,67,0,0,1,45.17457569
2.608519793,Yes,33,6,0,1,45.17457569
11.86292934,Yes,63,3,1,1,45.17457569
3.001521349,Yes,21,3,0,1,45.17457569
18.59739113,Yes,24,4,0,1,45.17457569
8.065705299,Yes,35,0,0,1,45.17457569
5.211213112,Yes,26,0,1,1,45.17457569
0.839352787,Yes,39,0,0,0,105.8995798
7.862132072,Yes,43,2,1,1,105.8995798
2.550555468,Yes,51,0,1,1,105.8995798
0.519395053,Yes,35,4,1,0,105.8995798
7.050982475,Yes,39,3,1,1,105.8995798
0.384508312,Yes,70,5,1,1,105.8995798
0,Yes,77,0,0,0,105.8995798
14.43509579,No,32,6,1,1,42.17066963
12.39562416,No,33,1,1,1,42.17066963
9.291664124,No,71,1,0,1,42.17066963
20.61403275,No,35,3,0,1,42.17066963
14.03102303,No,43,0,0,1,42.17066963
21.88115311,No,34,6,0,1,42.17066963
13.01778889,No,54,0,1,1,42.17066963
12.62246704,No,46,0,1,1,42.17066963
11.05983925,No,44,3,1,1,42.17066963
13.46533108,No,30,0,0,1,42.17066963
16.44683838,No,33,0,0,1,42.17066963
10.28900242,Yes,57,0,1,0,44.75906942
4.605434418,Yes,42,2,0,1,44.75906942
7.576685905,Yes,65,1,1,1,44.75906942
1.30483079,Yes,38,6,1,1,44.75906942
11.63211155,Yes,65,3,1,1,44.75906942
3.357012033,Yes,53,0,1,1,44.75906942
18.18593216,Yes,57,0,1,0,44.75906942
8.010054588,Yes,44,3,1,1,44.75906942
5.981672287,Yes,43,0,1,0,44.75906942
6.296365738,Yes,50,0,1,1,44.75906942
7.18618679,Yes,61,0,1,1,43.06466967
14.49339008,Yes,67,0,1,1,43.06466967
8.49834919,Yes,47,3,1,1,43.06466967
14.53121471,Yes,59,3,1,1,43.06466967
4.543281555,Yes,53,2,1,0,43.06466967
8.182982445,Yes,40,6,1,1,43.06466967
0,Yes,37,3,1,1,43.06466967
0,Yes,29,3,1,1,43.06466967
4.307063103,Yes,37,1,1,1,43.06466967
9.549111366,Yes,42,1,1,1,43.06466967
2.880581141,Yes,32,3,1,1,43.06466967
5.353998184,Yes,22,6,1,1,43.06466967
19.87605667,Yes,52,0,1,1,43.06466967
1.404382944,Yes,46,2,1,1,43.06466967
2.986854792,Yes,49,4,1,1,43.06466967
3.14531064,Yes,48,0,1,1,163.8382632
6.61587429,Yes,28,3,1,0,163.8382632
8.459519386,Yes,31,3,1,0,163.8382632
0.737585247,Yes,40,2,1,1,163.8382632
0.634126842,Yes,26,9,1,1,163.8382632
16.25734329,Yes,25,6,1,1,163.8382632
44.85247803,No,55,2,1,0,154.7589298
21.66820335,No,27,6,1,0,154.7589298
24.75592804,No,36,2,1,1,154.7589298
15.86570358,No,41,2,0,1,154.7589298
14.41561604,No,43,1,1,1,154.7589298
16.05331039,No,41,6,1,1,154.7589298
22.683424,No,56,2,1,1,154.7589298
10.55357742,No,65,3,1,1,154.7589298
20.38828659,No,76,0,1,1,154.7589298
47.07452393,No,51,2,1,1,154.7589298
27.77195358,No,39,3,1,1,154.7589298
11.84440136,Yes,40,0,1,0,102.1078738
3.573489428,Yes,58,0,1,1,102.1078738
1.866861582,Yes,38,0,1,1,102.1078738
3.456479311,Yes,61,3,0,1,102.1078738
2.510981798,Yes,37,0,1,0,102.1078738
0,Yes,43,0,1,0,102.1078738
1.674347162,Yes,32,0,1,1,102.1078738
28.15088654,Yes,50,1,1,1,102.1078738
3.153376818,Yes,44,0,1,1,102.1078738
14.953269,Yes,29,3,1,0,102.1078738
25.06005096,Yes,24,5,0,0,102.1078738
16.49537468,Yes,27,4,1,0,102.1078738
6.529026985,Yes,35,3,1,1,102.1078738
7.395850182,Yes,33,6,1,1,102.1078738
0.62528342,Yes,26,6,1,1,102.1078738
3.248642206,Yes,32,2,1,1,102.1078738
0,Yes,49,6,0,1,102.1078738
1.55683732,Yes,23,3,1,1,102.1078738
18.28248024,Yes,28,4,1,1,102.1078738
4.522990227,Yes,47,0,1,0,102.1078738
13.88507748,Yes,48,0,1,0,102.1078738
0.704162776,Yes,24,4,1,0,102.1078738
9.428881645,Yes,47,4,1,1,102.1078738
3.819957972,Yes,42,0,1,1,98.89900546
19.24744987,Yes,23,6,1,1,98.89900546
7.418053627,Yes,47,3,1,1,98.89900546
0.263302028,Yes,27,4,1,0,98.89900546
0.259273708,Yes,25,6,1,0,98.89900546
0,Yes,53,2,1,0,98.89900546
10.19603252,Yes,33,6,1,1,98.89900546
0,Yes,41,6,0,1,98.89900546
5.524299622,Yes,31,2,0,1,98.89900546
2.902231455,Yes,41,0,1,1,98.89900546
2.485575914,Yes,25,0,1,0,98.89900546
3.188271761,Yes,40,0,1,1,98.89900546
9.679190636,Yes,38,0,1,1,98.89900546
10.00373745,Yes,38,5,1,1,98.89900546
3.019328356,Yes,48,0,1,1,98.89900546
1.719553232,Yes,33,6,1,1,98.89900546
0.439502895,Yes,30,9,1,1,98.89900546
7.201672554,Yes,58,0,1,1,98.89900546
0,Yes,28,5,1,1,98.89900546
3.952338457,Yes,37,0,1,1,98.89900546
9.291249275,Yes,48,0,1,1,98.89900546
12.33490658,Yes,24,2,1,1,98.89900546
4.61260128,Yes,25,6,1,1,98.89900546
5.252713203,Yes,24,3,1,1,98.89900546
18.37222862,Yes,80,0,1,0,98.89900546
5.025829315,Yes,31,7,1,1,98.89900546
2.499724627,Yes,63,0,1,1,98.89900546
8.794486046,Yes,30,3,1,1,98.89900546
3.901894808,Yes,34,6,1,0,98.89900546
0,Yes,45,0,1,1,98.89900546
7.318634987,Yes,26,0,1,1,98.89900546
0.004664612,Yes,53,0,0,1,98.89900546
15.54498005,No,41,0,1,0,126.3958885
16.90193176,No,40,0,1,0,126.3958885
13.36390018,No,65,2.839874744,1,0,126.3958885
18.66517258,No,38,6,0,1,126.3958885
4.713149071,Yes,76,2,1,1,51.0256449
0.322941005,Yes,31,0,1,1,51.0256449
2.331914186,Yes,29,4,1,1,51.0256449
10.51368618,Yes,56,0,1,1,51.0256449
0,Yes,55,6,1,1,51.0256449
3.384594202,Yes,70,0,1,1,51.0256449
30.17302704,Yes,59,2,1,1,51.0256449
0,Yes,48,6,1,1,51.0256449
7.518242836,Yes,38,3,1,1,59.41054451
21.84010315,Yes,38,2,1,1,59.41054451
1.087624788,Yes,33,6,1,1,59.41054451
5.090241432,Yes,42,6,0,1,59.41054451
7.725478172,Yes,30,2,1,1,54.29688494
11.45997334,Yes,41,5,1,1,54.29688494
7.465092659,Yes,41,3,1,1,54.29688494
0.184374049,Yes,29,0,1,1,54.29688494
1.096633196,Yes,49,2,1,1,54.29688494
15.07700634,Yes,78,0,1,1,54.29688494
32.78685379,Yes,57,1,1,1,54.29688494
23.61802673,Yes,34,6,1,0,43.73522587
5.65298748,Yes,54,0,0,0,43.73522587
16.63605881,Yes,25,9,1,0,43.73522587
4.631379128,Yes,27,9,0,1,43.73522587
20.36111259,Yes,33,6,0,1,43.73522587
12.43296814,No,41,4,1,1,130.9127791
15.35680389,No,47,3,1,0,130.9127791
23.97410011,No,21,6,1,0,130.9127791
10.91595745,No,40,3,1,0,130.9127791
11.89730453,No,66,1,0,0,130.9127791
17.22159195,No,46,9,0,0,130.9127791
17.22886276,No,62,0,1,0,130.9127791
13.80845261,No,47,5,1,0,130.9127791
15.3573103,No,80,1,1,0,130.9127791
18.08441925,No,31,4,1,0,130.9127791
11.85266209,No,48,2,1,0,130.9127791
9.695804596,No,56,2,1,0,130.9127791
0.333518207,Yes,42,3,1,0,128.7705161
7.913371086,Yes,46,5,0,1,128.7705161
0.955631435,Yes,50,0,1,1,128.7705161
3.041576624,Yes,42,0,1,1,128.7705161
8.589282036,Yes,57,0,1,1,128.7705161
20.8725605,No,27,12,0,1,61.68164892
21.40756798,No,57,3,0,1,61.68164892
17.77732849,No,43,5,0,1,61.68164892
19.42656136,No,42,6,0,1,61.68164892
16.98101234,No,42,6,1,1,61.68164892
14.23299122,No,36,2,0,0,61.68164892
15.43591309,No,64,2,1,1,61.68164892
23.58999252,No,67,6,1,1,61.68164892
13.0592556,No,29,3,1,0,61.68164892
20.4952507,No,24,6,1,0,61.68164892
9.894506454,No,30,9,1,1,61.68164892
18.01435852,No,44,0,1,0,61.68164892
12.249053,No,34,6,1,1,61.68164892
13.97858524,No,46,1,0,1,61.68164892
13.4705286,No,71,0,1,0,58.91364069
15.06882763,No,31,0,1,0,58.91364069
13.41882992,No,30,6,0,0,58.91364069
10.85929489,No,55,1,1,0,58.91364069
13.0205555,No,27,4,1,0,58.91364069
16.31043053,No,35,6,1,0,58.91364069
12.78935146,No,38,3,0,0,58.91364069
10.20699692,No,32,3,1,0,58.91364069
11.89961243,No,46,1,0,1,58.91364069
11.59483528,No,39,2,1,1,58.91364069
13.04645061,No,37,9,0,1,58.91364069
13.52345467,No,30,9,0,1,58.91364069
25.39012527,No,31,9,0,1,58.91364069
11.14908695,No,28,6,1,1,58.91364069
12.63669491,No,45,2,1,0,58.91364069
16.6379776,No,40,1,1,1,58.91364069
15.16585255,No,38,6,0,1,58.91364069
10.7240715,No,76,1,1,1,58.91364069
13.68159199,No,33,9,1,1,58.91364069
15.97115135,No,63,2,0,1,58.91364069
24.73873901,No,48,3,1,1,58.91364069
10.97733784,No,46,6,0,1,58.91364069
18.27228355,No,46,6,0,1,58.91364069
11.58849907,No,64,6,1,1,58.91364069
13.1663084,No,49,0,1,0,52.92058671
19.50991249,No,59,0,1,0,52.92058671
15.49352837,No,47,2,1,0,52.92058671
10.89894199,Yes,43,2,1,0,30.33839597
20.68584061,Yes,37,4,1,0,30.33839597
0.953272045,Yes,38,4,1,0,30.33839597
11.9964838,Yes,54,0,1,0,30.33839597
0,Yes,63,4,0,0,32.92823013
5.934928894,Yes,37,6,1,0,32.92823013
1.125753641,Yes,33,0,1,0,32.92823013
0,Yes,34,6,0,0,32.92823013
20.96190643,Yes,24,6,1,0,32.92823013
0,Yes,60,0,1,0,32.92823013
30.6115303,Yes,61,0,1,0,143.3207136
7.253266335,Yes,48,3,1,1,143.3207136
18.21138573,Yes,63,0,1,0,143.3207136
10.37100887,Yes,29,9,1,1,143.3207136
16.48049927,Yes,58,4,1,1,143.3207136
11.99362087,Yes,29,2,1,1,143.3207136
4.459906578,Yes,63,1,1,1,143.3207136
3.886077166,Yes,29,6,1,0,143.3207136
6.308971405,Yes,19,6,1,0,143.3207136
9.557377815,Yes,35,2,1,0,143.3207136
0.444812953,Yes,40,0,1,0,143.3207136
7.453772545,Yes,66,1,1,0,143.3207136
1.1109097,Yes,42,1,1,0,143.3207136
12.51253796,Yes,46,1,1,0,143.3207136
